epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
270,11190.1,1.55298,1.58315,1.28166,0.42868,0.34836,0.32081,0.21016,2.11771,2.29664,1.40494,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,11231.5,1.53636,1.53833,1.26509,0.43117,0.34711,0.32049,0.21047,2.11935,2.29628,1.4058,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,11273.8,1.5329,1.55506,1.27378,0.42924,0.34754,0.32072,0.20998,2.11917,2.29565,1.40593,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,11316.1,1.54724,1.55919,1.26867,0.42839,0.34876,0.32081,0.21007,2.12121,2.2949,1.40612,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,11358.1,1.51364,1.52514,1.26001,0.42654,0.3483,0.32055,0.20985,2.122,2.29534,1.40687,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,11399.4,1.53668,1.55982,1.26751,0.4285,0.34722,0.32048,0.20995,2.12319,2.29511,1.40692,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,11441.6,1.55479,1.55728,1.27509,0.42719,0.348,0.32048,0.21045,2.11985,2.29372,1.40666,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,11481.4,1.53947,1.54109,1.26057,0.42738,0.34785,0.32073,0.20977,2.12283,2.29553,1.40727,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,11522,1.555,1.54657,1.27304,0.42872,0.34711,0.32121,0.21016,2.12205,2.29602,1.40755,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,11563.5,1.53185,1.55115,1.25776,0.43025,0.34835,0.32083,0.21022,2.12277,2.29514,1.40813,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,11604.2,1.52632,1.53295,1.25895,0.42758,0.3467,0.32056,0.20989,2.12362,2.29549,1.40856,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,11645.3,1.53457,1.53421,1.26287,0.43503,0.34646,0.32078,0.21054,2.1239,2.29538,1.4087,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,11686.7,1.52654,1.51782,1.2527,0.43264,0.34617,0.32052,0.21066,2.12408,2.29553,1.40915,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,11727.5,1.53524,1.53921,1.25571,0.43243,0.34716,0.32083,0.21063,2.12465,2.295,1.40942,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,11769.6,1.53995,1.53806,1.25618,0.42994,0.34687,0.32116,0.21091,2.1249,2.29477,1.40952,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,11812.1,1.52695,1.54091,1.26737,0.42974,0.3473,0.32109,0.21076,2.12545,2.29645,1.41009,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,11853.2,1.5105,1.52636,1.25128,0.45108,0.34685,0.32057,0.21044,2.1263,2.29711,1.41077,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,11894.4,1.5024,1.48279,1.24093,0.44945,0.34708,0.32056,0.21098,2.12489,2.29598,1.41077,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,11936.5,1.52468,1.5097,1.25517,0.44304,0.34657,0.3208,0.2106,2.12495,2.29444,1.4107,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,11978.1,1.53523,1.53706,1.26228,0.44447,0.34676,0.32017,0.21054,2.12521,2.29481,1.41077,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,12019.9,1.50631,1.50669,1.24501,0.44527,0.34701,0.32075,0.21048,2.12565,2.29285,1.41076,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,12085.9,1.51985,1.43353,1.24552,0.45165,0.34624,0.32049,0.21037,2.12439,2.29419,1.41088,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,12127.3,1.48851,1.40306,1.23676,0.45025,0.346,0.32037,0.21043,2.1263,2.29416,1.41085,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,12168.1,1.48636,1.39257,1.23459,0.44939,0.34493,0.32042,0.21038,2.12533,2.29423,1.41115,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,12208,1.50077,1.4081,1.22076,0.45129,0.34416,0.32042,0.2102,2.12553,2.29583,1.4115,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,12249.4,1.49441,1.39995,1.22944,0.45013,0.34428,0.32036,0.21034,2.12463,2.29509,1.41115,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,12290.5,1.48309,1.37959,1.22763,0.44691,0.34507,0.32016,0.21054,2.12636,2.29551,1.41154,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,12330.4,1.47121,1.37814,1.22013,0.44737,0.34425,0.31987,0.2102,2.12772,2.29524,1.41236,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,12370.5,1.48197,1.37883,1.2271,0.44766,0.34439,0.31993,0.21045,2.12644,2.29465,1.41232,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,12410.8,1.46091,1.3676,1.2082,0.44941,0.34392,0.31973,0.21019,2.12769,2.29515,1.41265,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,12450.5,1.45671,1.35956,1.21285,0.44898,0.34415,0.31977,0.21051,2.12764,2.29562,1.41254,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
